Shipment ID,Month,Order Date,Carrier,Mode,Origin Warehouse,Dest Region,Dest Country,Category,Units,Order Value,Freight Cost,Weight Kg,SLA Days,Transit Days,On Time,On Time Num,Damaged,Damaged Num,CO2 Kg
SHP-0351,2026-06,2026-06-21,TransGlobal,Sea,Gdansk DC,LATAM,Chile,Electronics,28,4650,34,139,28,26,Yes,100,No,0,4
SHP-0352,2026-06,2026-06-29,Arctic Line,Sea,Guadalajara DC,APAC,India,Electronics,206,32590,269,1363,28,39,Yes,100,No,0,85
SHP-0353,2026-06,2026-06-10,Meridian Freight,Road,Memphis DC,EMEA,Germany,Apparel,92,14561,327,642,7,7,Yes,100,No,0,104
SHP-0354,2026-06,2026-06-28,Arctic Line,Rail,Guadalajara DC,LATAM,Chile,Electronics,46,5910,114,309,10,13,Yes,100,No,0,22
SHP-0355,2026-06,2026-06-11,BlueDart Express,Air,Rotterdam DC,Americas,Canada,Electronics,188,25072,3451,831,4,2,Yes,100,No,0,1795
SHP-0356,2026-06,2026-06-03,BlueDart Express,Air,Guadalajara DC,APAC,Australia,Electronics,455,16200,10106,2655,4,2,Yes,100,No,0,8284
SHP-0357,2026-06,2026-06-02,Arctic Line,Rail,Memphis DC,LATAM,Mexico,Perishables,427,77335,411,1183,10,14,Yes,100,No,0,85
SHP-0358,2026-06,2026-06-16,Meridian Freight,Road,Singapore Hub,EMEA,France,Industrial Parts,233,34200,569,1261,7,8,Yes,100,No,0,204
SHP-0359,2026-06,2026-06-04,Arctic Line,Rail,Guadalajara DC,EMEA,United Kingdom,Industrial Parts,143,5887,314,1096,10,12,Yes,100,No,0,59
SHP-0360,2026-06,2026-06-15,Arctic Line,Rail,Gdansk DC,Americas,Canada,Apparel,289,16167,375,1035,10,13,Yes,100,No,0,112
