area	subarea	path	ext	hit_lines	md_fenced_lines	md_inline_lines	what_it_is	origin	needed_change	class	class_basis	note
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/behavior-benchmark/scenarios/IMB-005-orchestrate-handoff.md	md	2	2	0	documentation (2 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/behavior-benchmark/scenarios/IMB-006-common-parent-lane-selection.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/behavior-benchmark/scenarios/IMB-007-model-benchmark-bare-command-halt.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/benchmark/README.md	md	2	2	0	documentation (2 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/benchmark/reports/2026-07-10--live-mode-b--live/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/benchmark/reports/2026-07-10--live-mode-b--live/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/benchmark/reports/2026-07-10--router-mode-a--router/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/benchmark/reports/2026-07-10--router-mode-a--router/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.0.0.0.md	md	13	0	13	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.0.1.0.md	md	11	0	11	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.1.0.0.md	md	26	0	26	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.10.0.0.md	md	1	0	1	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.11.1.0.md	md	1	0	1	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.12.0.0.md	md	1	0	1	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.13.0.0.md	md	1	0	1	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.17.0.0.md	md	9	0	9	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.17.0.1.md	md	1	0	1	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.17.1.0.md	md	1	0	1	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.2.0.0.md	md	15	0	15	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.2.1.0.md	md	4	0	4	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.2.2.0.md	md	1	0	1	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.3.0.0.md	md	7	0	7	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.4.0.0.md	md	2	0	2	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.5.0.0.md	md	10	0	10	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.6.0.0.md	md	5	0	5	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.7.0.0.md	md	1	0	1	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.8.0.0.md	md	1	0	1	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/changelog/v1.9.0.0.md	md	1	0	1	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/evaluation-loop/candidate-generation.md	md	7	0	7	documentation (7 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/evaluation-loop/initialization.md	md	9	0	9	documentation (9 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/evaluation-loop/plateau-detection.md	md	8	0	8	documentation (8 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/evaluation-loop/promotion-gates.md	md	7	0	7	documentation (7 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/evaluation-loop/rollback.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/evaluation-loop/scoring-dispatch.md	md	10	0	10	documentation (10 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/evaluation-loop/two-phase-promotion-and-rollback.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/feature-catalog.md	md	4	0	4	documentation (4 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/integration-scanning/command-dispatch.md	md	7	0	7	documentation (7 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/integration-scanning/runtime-mirrors.md	md	8	0	8	documentation (8 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/integration-scanning/surface-discovery.md	md	8	0	8	documentation (8 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/model-benchmark-mode/mode-records-and-gates.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/model-benchmark-mode/mode-switch.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/model-benchmark-mode/model-dispatcher.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/model-benchmark-mode/opt-in-5dim-scorer.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/model-benchmark-mode/score-delta-benchmark-gates.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/scoring-system/deterministic-scoring.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/scoring-system/dimensional-progress.md	md	7	0	7	documentation (7 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/scoring-system/dynamic-profiling.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/feature-catalog/scoring-system/five-dimension-rubric.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/agent-discipline-stress-tests/active-critic-overfit.md	md	14	9	5	documentation (9 fenced (runnable); 5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/agent-discipline-stress-tests/benchmark-completed-boundary.md	md	9	4	5	documentation (4 fenced (runnable); 5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/agent-discipline-stress-tests/improvement-gate-delta.md	md	7	4	3	documentation (4 fenced (runnable); 3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/agent-discipline-stress-tests/legal-stop-gate-bundle.md	md	7	4	3	documentation (4 fenced (runnable); 3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/agent-discipline-stress-tests/proposal-only-boundary.md	md	16	9	7	documentation (9 fenced (runnable); 7 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/agent-discipline-stress-tests/setup-cp-sandbox.sh	sh	13			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/agent-discipline-stress-tests/skill-load-not-protocol.md	md	13	6	7	documentation (6 fenced (runnable); 7 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/benchmark-integration/with-integration.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/benchmark-integration/without-integration.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/end-to-end-loop/any-agent.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/end-to-end-loop/candidate-lineage.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/end-to-end-loop/full-pipeline.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/end-to-end-loop/mutation-coverage-graph-tracking.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/end-to-end-loop/trade-off-detection.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/end-to-end-loop/two-phase-promotion-and-rollback.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/five-d-scorer/dimension-details.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/five-d-scorer/dynamic-arbitrary.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/five-d-scorer/missing-candidate.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/integration-scanner/json-output-file.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/integration-scanner/scan-diverse-agent.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/integration-scanner/scan-known-agent.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/integration-scanner/scan-missing-agent.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/intra-routing-recall/evaluation-policy.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/intra-routing-recall/full-setup.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/intra-routing-recall/integration-scan.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/intra-routing-recall/loop-execution.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/intra-routing-recall/model-benchmark.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/intra-routing-recall/promotion-operations.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/intra-routing-recall/quick-reference.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/intra-routing-recall/target-onboarding.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/manual-testing-playbook.md	md	19	0	19	documentation (19 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/model-benchmark-mode/criteria-exec-gate.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/model-benchmark-mode/default-pattern-scorer.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/model-benchmark-mode/mode-switch-routing.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/model-benchmark-mode/optin-5dim-scorer.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/model-benchmark-mode/reviewer-prompt-regression-fixtures.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/model-benchmark-mode/score-delta-benchmark-gates.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/model-benchmark-mode/unknown-fallback.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/profile-generator/file-output.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/profile-generator/inline-rules-fallback.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/profile-generator/output-checks.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/profile-generator/rules-extraction.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/reducer-dimensions/no-dimensions.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/reducer-dimensions/plateau-detection.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/reducer-dimensions/with-dimensions.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/runtime-truth/audit-journal-emission.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/runtime-truth/benchmark-stability.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/runtime-truth/dimension-trajectory.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/runtime-truth/insufficient-sample.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/runtime-truth/journal-wiring.md	md	8	0	8	documentation (8 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/runtime-truth/legal-stop-gates.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/runtime-truth/parallel-candidates-opt-in.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/runtime-truth/replay-consumer.md	md	3	2	1	documentation (2 fenced (runnable); 1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/runtime-truth/resume-continuation.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/manual-testing-playbook/runtime-truth/stop-reason-taxonomy.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/references/agent-improvement/candidate-proposal-format.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/references/agent-improvement/integration-scanning.md	md	8	3	5	documentation (3 fenced (runnable); 5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/references/agent-improvement/mirror-drift-policy.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/references/agent-improvement/profiling-audit-log.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/references/agent-improvement/target-onboarding.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/references/model-benchmark/benchmark-operator-guide.md	md	7	7	0	documentation (7 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/references/model-benchmark/evaluator-contract.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/references/shared/agent-mirror-crosswalk.md	md	31	2	29	documentation (2 fenced (runnable); 29 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/references/shared/promotion-gate-contract.md	md	7	7	0	documentation (7 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	deep-improvement	.opencode/skills/system-deep-loop/deep-improvement/references/shared/promotion-rules.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
