root	link	raw_target	target_kind	resolves_into_opencode	dangling	origin	class	target_if_opencode_compat_kept	target_if_no_compat	class_basis	note
.mcp.json	.mcp.json	.claude/mcp.json	relative	no	no	hand-made	none	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	both-lanes	
.opencode	.opencode/changelog/cli-external-orchestration/cli-claude-code	../../skills/cli-external-orchestration/cli-claude-code/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/cli-external-orchestration/cli-codex	../../skills/cli-external-orchestration/cli-codex/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/cli-external-orchestration/cli-opencode	../../skills/cli-external-orchestration/cli-opencode/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/cli-external-orchestration/parent	../../skills/cli-external-orchestration/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/mcp-code-mode	../skills/mcp-code-mode/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/mcp-tooling/mcp-aside-devtools	../../skills/mcp-tooling/mcp-aside-devtools/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/mcp-tooling/mcp-chrome-devtools	../../skills/mcp-tooling/mcp-chrome-devtools/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/mcp-tooling/mcp-click-up	../../skills/mcp-tooling/mcp-click-up/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/mcp-tooling/mcp-figma	../../skills/mcp-tooling/mcp-figma/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/mcp-tooling/mcp-magicpath	../../skills/mcp-tooling/mcp-magicpath/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/mcp-tooling/mcp-mobbin	../../skills/mcp-tooling/mcp-mobbin/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/mcp-tooling/mcp-notion	../../skills/mcp-tooling/mcp-notion/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/mcp-tooling/mcp-obsidian	../../skills/mcp-tooling/mcp-obsidian/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/mcp-tooling/mcp-refero	../../skills/mcp-tooling/mcp-refero/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/mcp-tooling/parent	../../skills/mcp-tooling/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-code/code-mobile-cli	../../skills/sk-code/sk-code-mobile-cli/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-code/code-obsidian	../../skills/sk-code/sk-code-obsidian/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-code/code-opencode	../../skills/sk-code/sk-code-opencode/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-code/code-quality	../../skills/sk-code/sk-code-quality/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-code/code-review	../../skills/sk-code/sk-code-review/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-code/code-webflow	../../skills/sk-code/sk-code-webflow/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-code/parent	../../skills/sk-code/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-communication	../skills/sk-communication/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-design	../skills/sk-design/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-design-md-generator	../skills/sk-design-md-generator/changelog	relative	yes	yes	hand-made	manual	unchanged (resolves through .opencode compatibility link)	already dangling today: unchanged (link and target travel together into .skilled/)	rule:contract-or-ci	defines what .opencode means or scopes a gate on it; a blind rewrite changes behaviour or silences a check
.opencode	.opencode/changelog/sk-doc/create-agent	../../skills/sk-doc/sk-create-agent/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-doc/create-benchmark	../../skills/sk-doc/sk-create-benchmark/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-doc/create-changelog	../../skills/sk-doc/sk-create-changelog/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-doc/create-command	../../skills/sk-doc/sk-create-command/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-doc/create-diagram	../../skills/sk-doc/sk-create-diagram/changelog	relative	yes	yes	hand-made	manual	unchanged (resolves through .opencode compatibility link)	already dangling today: unchanged (link and target travel together into .skilled/)	rule:contract-or-ci	defines what .opencode means or scopes a gate on it; a blind rewrite changes behaviour or silences a check
.opencode	.opencode/changelog/sk-doc/create-diff	../../skills/sk-doc/sk-create-diff/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-doc/create-feature-catalog	../../skills/sk-doc/sk-create-feature-catalog/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-doc/create-manual-testing-playbook	../../skills/sk-doc/sk-create-manual-testing-playbook/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-doc/create-quality-control	../../skills/sk-doc/sk-create-quality-control/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-doc/create-readme	../../skills/sk-doc/sk-create-readme/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-doc/create-repo-rule	../../skills/sk-doc/sk-create-repo-rule/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-doc/create-skill	../../skills/sk-doc/sk-create-skill/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-doc/parent	../../skills/sk-doc/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-git	../skills/sk-git/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-prompt	../skills/sk-prompt/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/sk-vision	../skills/sk-vision/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/system-deep-loop/deep-ai-council	../../skills/system-deep-loop/deep-ai-council/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/system-deep-loop/deep-improvement	../../skills/system-deep-loop/deep-improvement/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/system-deep-loop/deep-research	../../skills/system-deep-loop/deep-research/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/system-deep-loop/deep-review	../../skills/system-deep-loop/deep-review/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/system-deep-loop/parent	../../skills/system-deep-loop/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/system-deep-loop/runtime	../../skills/system-deep-loop/runtime/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/system-skill-advisor	../skills/system-skill-advisor/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/changelog/system-spec-kit	../skills/system-spec-kit/changelog	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/codex-watchdog/opencode/codex-hooks-watchdog.js	../../../plugins/codex-hooks-watchdog.js	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/completion/claude/completion-evidence-stop.cjs	../../../skills/system-spec-kit/runtime/hooks/claude/completion-evidence-stop.cjs	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/completion/codex/completion-evidence-stop.cjs	../../../skills/system-spec-kit/runtime/hooks/codex/completion-evidence-stop.cjs	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/completion/cursor/completion-evidence-response.mjs	../../../skills/system-spec-kit/runtime/hooks/cursor/completion-evidence-response.mjs	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/completion/devin/completion-evidence-stop.cjs	../../../skills/system-spec-kit/runtime/hooks/devin/completion-evidence-stop.cjs	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/completion/opencode/system-completion-sentinel.js	../../../plugins/system-completion-sentinel.js	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/completion/opencode/system-speckit-completion.js	../../../plugins/system-speckit-completion.js	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/completion/pi/completion-evidence.ts	../../../skills/system-spec-kit/runtime/hooks/pi/completion-evidence.ts	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/directive-lifecycle/claude/directive-lifecycle-boundary.ts	../../../skills/system-skill-advisor/hooks/claude/directive-lifecycle-boundary.ts	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/directive-lifecycle/claude/speckit-directive-lifecycle-boundary.ts	../../../skills/system-spec-kit/runtime/hooks/claude/directive-lifecycle-boundary.ts	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/dispatch/cursor/post-tool-use.mjs	../../../skills/system-spec-kit/runtime/hooks/cursor/post-tool-use.mjs	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/dispatch/opencode/cli-dispatch-audit.js	../../../plugins/cli-dispatch-audit.js	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/dist-freshness/claude/check-dist-staleness.sh	../../../skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/dist-freshness/codex/check-dist-staleness.sh	../../../skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/dist-freshness/cursor/check-dist-staleness.sh	../../../skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/dist-freshness/devin/check-dist-staleness.sh	../../../skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/dist-freshness/opencode/system-dist-freshness-guard.js	../../../plugins/system-dist-freshness-guard.js	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/git-hooks-check/claude/check-git-hooks.sh	../../../bin/check-git-hooks.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/git-hooks-check/codex/check-git-hooks.sh	../../../bin/check-git-hooks.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/git-hooks-check/cursor/check-git-hooks.sh	../../../bin/check-git-hooks.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/git-hooks-check/devin/check-git-hooks.sh	../../../bin/check-git-hooks.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/git-preflight/README.md	../../skills/sk-git/scripts/hooks/README.md	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/git-preflight/opencode/sk-git-preflight-advisory.js	../../../plugins/sk-git-preflight-advisory.js	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/git-preflight/pi/git-preflight-advisory.ts	../../../skills/sk-git/scripts/hooks/pi/git-preflight-advisory.ts	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/git-preflight/shared/git-preflight-advisory.mjs	../../../skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/git-primary-reconcile/claude/git-primary-reconcile.sh	../../../bin/git-primary-reconcile.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/git-primary-reconcile/codex/git-primary-reconcile.sh	../../../bin/git-primary-reconcile.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/git-primary-reconcile/pi/git-primary-reconcile.sh	../../../bin/git-primary-reconcile.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/git-worktree-guard/claude/worktree-guard.sh	../../../bin/worktree-guard.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/git-worktree-guard/codex/worktree-guard.sh	../../../bin/worktree-guard.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/git-worktree-guard/cursor/worktree-guard.sh	../../../bin/worktree-guard.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/git-worktree-guard/devin/worktree-guard.sh	../../../bin/worktree-guard.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/goal/opencode/opencode-goal.js	../../../plugins/opencode-goal.js	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/hook-install/claude/install-codex-hooks.mjs	../../../bin/install-codex-hooks.mjs	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/hook-install/cursor/install-codex-hooks.mjs	../../../bin/install-codex-hooks.mjs	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/hook-install/devin/install-codex-hooks.mjs	../../../bin/install-codex-hooks.mjs	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/mcp-route-guard/opencode/mcp-route-guard.js	../../../plugins/mcp-route-guard.js	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/permission-policy/devin/permission-request-policy.mjs	../../../skills/system-spec-kit/runtime/hooks/devin/permission-request-policy.mjs	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/post-edit-quality/cursor/post-tool-use.mjs	../../../skills/system-spec-kit/runtime/hooks/cursor/post-tool-use.mjs	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/post-edit-quality/opencode/sk-code-post-edit-quality.js	../../../plugins/sk-code-post-edit-quality.js	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/session-cleanup/claude/session-cleanup.sh	../../../scripts/session-cleanup.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/session-cleanup/codex/session-cleanup.sh	../../../scripts/session-cleanup.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/session-cleanup/cursor/session-cleanup.sh	../../../scripts/session-cleanup.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
.opencode	.opencode/hooks/session-cleanup/devin/session-cleanup.sh	../../../scripts/session-cleanup.sh	relative	yes	no	hand-made	none	unchanged (resolves through .opencode compatibility link)	unchanged (link and target travel together into .skilled/)	rule:internal-relative-link	link and target move together; the deepseek-pi row itself lists both targets as unchanged
